-3741.206055,-3724.806641,-3705.749512,-3668.34375,-3654.39209,-3646.403564,-3553.892334,-3327.34668,-2854.243408,-2563.739258,-2293.090088,-1892.763672,-1862.678833,-1539.773315,-1391.564575,-1887.275024,-1884.431519,-1847.692139,-1687.63147,-1613.102661,-1396.970093,-1318.097168,-1212.171143,-1193.288208,-1086.635986,-1028.901978,-937.6056519,-718.0928955,-740.647583,-1054.946167,-1435.075928,-1383.435913,-1282.731445,-1384.025146,-1694.764648,-1748.918213,-1868.944824,-1946.161621,-1956.466187
-3600.634766,-3567.84082,-3576.723389,-3493.212158,-3476.619141,-3455.098389,-3151.337646,-2789.902832,-2359.336426,-2080.300781,-1853.700195,-1646.201782,-1421.565186,-1108.393799,-1126.861938,-1538.320313,-1508.260742,-1533.411865,-1320.244019,-1259.88147,-1109.31189,-880.4904785,-791.2668457,-758.541687,-658.729126,-630.5811157,-327.0524292,-55.79008865,-125.2896652,-779.1598511,-941.8847046,-1014.726318,-1036.630981,-1191.878296,-1395.026978,-1516.264282,-1544.237061,-1839.595703,-1987.653442
-3472.117188,-3424.032227,-3338.886963,-3293.880859,-3176.216797,-3180.199463,-2821.803711,-2267.806641,-2014.23584,-1792.971436,-1604.027588,-1293.963257,-939.5974731,-749.5842285,-781.9832153,-1078.90686,-1019.848206,-1082.744019,-962.8828735,-847.3884277,-573.8978271,-137.3877563,-43.91160583,-46.47823334,-14.10162067,-22.68906975,-13.79774857,-2.905274868,-7.997457027,-102.2971115,-521.7251587,-693.1842041,-797.6338501,-969.9648438,-1129.228882,-1256.272583,-1272.564209,-1672.678833,-1803.814941
-3312.695801,-3286.429443,-3201.619141,-2946.390137,-2933.88623,-2760.013184,-2221.790527,-1941.695313,-1672.109985,-1481.694092,-1232.09668,-938.6395874,-506.3479614,-298.8392334,-210.9081268,-480.2094421,-553.7665405,-361.5933533,-313.0074768,-268.1815186,-33.89961243,-12.83404446,-19.15037918,-18.51542664,-13.49753189,-14.31677818,-16.56855583,-12.61804295,-10.14861298,-14.66022778,-19.10123062,-133.3001404,-551.5752563,-651.2181396,-758.6817017,-1015.734497,-1288.84729,-1375.592041,-1611.305786
-3096.150635,-2955.131592,-2869.186523,-2798.360352,-2499.104492,-2179.721436,-1917.533203,-1631.024658,-1337.59436,-1116.176758,-840.1477661,-533.12854,-217.5537415,-46.19113541,-26.53986931,-7.050056458,-42.84938049,-32.84183502,-27.87969398,-20.2503376,-19.53053856,-11.84361935,-6.567959309,-8.477852821,-15.83661366,-13.70045376,-11.16840363,-11.51117992,-15.18955898,-22.16329384,-23.20636368,-20.93796921,-35.89282608,-337.4776611,-684.5461426,-805.2550049,-1112.777954,-1287.328369,-1665.65918
-3051.21167,-2782.006104,-2547.212402,-2307.575684,-2114.381592,-1895.348755,-1631.291504,-1338.321167,-1018.693542,-757.1067505,-430.9082947,-214.2867889,-7.228645325,-10.87449741,-22.89402962,-16.94319344,-18.25403976,-15.61100483,-11.47086048,-6.743716717,-5.595001698,-7.793336868,-5.871407509,-7.146541119,-5.604433537,-6.305055618,-3.84904933,-6.70108366,-12.99304676,-18.01374245,-20.00854492,-20.97213554,-22.9290638,-19.0925312,-332.6234131,-720.3914185,-959.6148071,-1178.018799,-1401.467163
-2926.299072,-2661.366943,-2307.341553,-2004.936157,-1851.30896,-1650.296875,-1385.200806,-1090.610352,-768.5083008,-496.1628113,-204.2375488,-215.7224731,-27.70285797,-20.48980713,-21.5045929,-14.36521435,-7.149416447,-5.679254055,-8.156353951,-9.050893784,-8.223586082,-7.74209547,-6.834332943,-3.749061108,-3.697361708,-5.870723724,-4.600950241,-4.579927921,-8.003267288,-11.11256695,-15.50680733,-19.14198303,-26.92094231,-10.48667717,-34.48691559,-430.8807983,-782.4047852,-955.8154297,-1534.240967
-2860.796143,-2571.081787,-2218.841797,-1948.4021,-1701.710815,-1458.961426,-1175.016724,-874.8793335,-558.1860962,-308.1410522,-215.0115662,-254.1955261,-22.79087067,-23.20011711,-17.26264191,-6.905199051,-14.03963757,-11.92609978,-16.12211418,-13.83936024,-17.87935257,-13.44439793,-10.64990044,-7.852383614,-9.274672508,-5.051428318,-7.041735649,-10.43949986,-6.451067448,-5.166247845,-11.45196724,-14.00873184,-19.10986519,-13.11894608,-8.677372932,-48.45638275,-719.4996948,-1206.653076,-1532.084961
-2716.771484,-2471.914551,-2190.763184,-1905.252441,-1588.142334,-1290.722046,-986.5297241,-681.3493042,-367.9565125,-210.1082001,-263.3243408,-254.0431366,-22.80674553,-16.47743797,-8.170681,-6.348809719,-13.44853497,-13.35777473,-15.2249012,-17.21795464,-17.02546883,-18.53947258,-16.090168,-12.94208908,-12.85942268,-16.63763237,-6.702115059,-15.03872871,-18.05206871,-13.89993668,-10.17409897,-13.60336876,-21.65541267,-15.4793787,-23.26555824,-22.62355232,-411.5388489,-923.7478638,-1309.243408
-2655.948242,-2426.030029,-2114.786621,-1803.628784,-1426.952026,-1097.996094,-791.8795166,-508.9827271,-235.6600494,-80.15556335,-24.16205025,-10.35654163,-15.89995098,-4.160172462,-7.434233665,-8.929132462,-10.45581055,-2.731702328,-16.32468033,-16.01288414,-11.07989788,-14.6010704,-13.81754971,-14.09518623,-17.83169174,-12.86124516,-11.53927803,-11.81837273,-9.164452553,-14.28191948,-10.82760429,-16.38554001,-20.85047531,-23.4631176,-23.26669884,-20.71410751,-216.6082001,-571.6346436,-806.0735474
-2548.142822,-2329.034912,-1928.046265,-1572.30896,-1178.163574,-845.2070313,-547.1131592,-328.5158081,-216.4875488,-277.4325867,-22.12792778,-19.28427315,-6.502379417,-5.650347233,-7.994027138,-14.31883049,-18.55929756,-16.05055618,-10.40239716,-12.10800838,-13.50944424,-14.36945915,-14.82224274,-15.14283371,-15.7923851,-16.4722805,-17.59289169,-5.223432541,-7.834514141,-10.78567028,-14.67844582,-17.56554604,-21.40845871,-21.60000038,-17.69198227,-226.6157227,-639.1202393,-871.9394531,-1049.599487
-2386.683105,-2065.229492,-1621.098389,-1212.076416,-844.2044678,-553.8527832,-300.4640503,-208.3840942,-57.4062767,-4.612781048,-19.90263367,-6.710906029,-10.51436138,-11.80666447,-10.73855114,-11.20073986,-4.168933392,-4.470441818,-11.62467098,-9.804673195,-7.950586319,-13.80564117,-14.55773067,-14.72935486,-15.63357258,-16.29030418,-16.91644287,-1.654573798,-5.344815731,-12.44454098,-14.4545145,-18.34766388,-19.05261612,-19.67775726,-192.7991638,-601.6365967,-868.5395508,-1041.97522,-1202.554688
-2003.273071,-1648.817505,-1204.155762,-768.9163818,-442.2860413,-270.7605896,-235.0341339,-260.7570496,-127.8268967,-17.22520256,-10.23254108,-4.541177273,-7.242123127,-9.981942177,-9.789643288,-11.40703678,-14.81639099,-14.40409851,-11.72289562,-11.95489311,-11.76415443,-11.13076401,-6.110331535,-13.43956184,-16.77624321,2.429810762,-12.14262104,-10.31839943,7.453748703,-8.373093605,-21.21549797,-21.99522209,-20.38801956,-221.0728607,-607.677002,-899.1224365,-1027.487549,-999.9523315,-1137.921997
-1619.112305,-1201.936157,-777.5461426,-343.0768433,-231.4244537,-23.42565346,-11.61476421,-21.39570999,-13.42615509,-11.07834625,-4.880211353,-7.289009094,-13.551651,-12.65703869,-7.417193413,-13.5222311,-12.60370731,-13.3212719,-8.77487278,-10.47161865,-11.54709053,-11.26058006,-9.926085472,-11.67240334,-3.664076567,2.029659271,2.994320869,-5.20056963,-2.884788275,-5.226408005,-17.41151428,-20.24180031,-92.60321808,-572.6375122,-797.1500854,-1036.7229,-1219.298706,-1208.192871,-1301.026367
-1256.010254,-753.2942505,-410.9804077,-233.9647522,-27.4488163,-17.2243576,-17.56461525,-11.87870502,-5.950157166,-11.43335915,-4.389627457,-8.557546616,-13.30287075,-9.29258728,-14.89016724,-13.95353794,-15.773839,-10.33716393,-8.105730057,-9.473701477,-11.47100163,-11.59317875,-11.50104523,19.83055878,6.338722706,-12.47549152,-9.699888229,-4.491094589,-3.232122183,-15.61876297,-19.35739136,-86.82245636,-510.3595581,-779.1596069,-974.333252,-1134.074341,-1283.151978,-1465.555542,-1543.532837
-895.9581909,-380.3392029,-219.3429565,-38.96522522,-14.43385887,-13.16446018,-5.797947884,-6.412184715,-7.139091492,-8.479530334,-7.618757725,-9.494562149,-10.91044235,-9.882036209,-8.391811371,-15.09945583,-12.25011921,-9.650225639,-8.076652527,-8.085388184,-10.41964054,-11.08942127,-4.580640316,-0.354899168,-0.224221796,6.560286522,6.378859997,-3.903550863,-18.06429672,-219.2669067,-426.8835449,-633.9612427,-833.3978882,-909.8702393,-1025.396118,-1204.638794,-1290.022095,-1437.899536,-1599.700684
